Order_Date,Total_Profit
2004-08-27,17799.38041595459
2004-08-28,708.6999710083007
2004-08-30,24714.5096988678
2004-09-01,15628.79021118164
2004-09-03,5604.6801126098635
2004-09-07,1776.82001739502
2004-09-08,31562.119818801883
2004-09-09,13894.190157165527
2004-09-10,8740.889892730713
2004-09-15,13033.349849548342
2004-09-16,7230.29005935669
2004-09-27,2600.8100979614255
2004-09-30,14611.710119323732
2004-10-06,1420.8600350952147
2004-10-11,22201.079933395387
2004-10-13,18538.309921340944
2004-10-14,29314.59014282227
2004-10-15,25053.400104599
2004-10-16,41108.13985137939
2004-10-21,23923.36020484924
2004-10-22,33627.559974594114
2004-10-29,7304.220123596192
2004-11-01,32201.99997634888
2004-11-02,15060.770165557862
2004-11-03,19546.200121917725
2004-11-04,41012.34992271424
2004-11-05,31956.779854736327
2004-11-09,6813.710254364014
2004-11-10,8145.210040435792
2004-11-12,15126.979717102053
2004-11-15,19920.74020729065
2004-11-16,6673.4601057434065
2004-11-17,38528.610187225335
2004-11-18,10986.979874877929
2004-11-19,10276.179885253907
2004-11-20,21097.089904861452
2004-11-21,8880.700149993896
2004-11-22,4562.270038146972
2004-11-23,21598.480110778804
2004-11-24,49429.999792861934
2004-11-25,9013.040171813964
2004-11-29,21539.36990760803
2004-12-01,16976.389868621824
2004-12-02,17428.369966659546
2004-12-03,9481.259893951416
2004-12-04,25636.490215988164
2004-12-07,9643.189839630126
2004-12-09,10240.590105895997
2004-12-10,32222.039879531865
2004-12-15,13266.869963989258
2004-12-16,19116.11020278931
2004-12-17,13196.669728622435
2005-01-05,5631.520127716063
2005-01-06,17351.67001571655
2005-01-07,3063.6399929809572
2005-01-10,5757.800051116943
2005-01-12,17692.790353393553
2005-01-19,5161.170074462891
2005-01-20,21172.16983734131
2005-01-23,14522.450110473634
2005-01-26,11554.270119171144
2005-01-31,19276.909862060547
2005-02-02,8765.480242309572
2005-02-03,20332.560207290648
2005-02-08,822.1498718261719
2005-02-09,8888.429861450197
2005-02-10,21254.540060653682
2005-02-16,13571.770176849366
2005-02-17,32690.189819030762
2005-02-22,14580.269985656738
2005-02-23,4798.100136108398
2005-02-28,1817.0300225830078
2005-03-01,17931.739825744633
2005-03-02,571.5600805664062
2005-03-03,24307.050056991582
2005-03-04,22070.379919052124
2005-03-09,11504.879970092774
2005-03-10,3703.269974822998
2005-03-11,12266.39991409302
2005-03-15,6933.830156555177
2005-03-17,7203.469993438721
2005-03-23,10282.940070190429
2005-03-28,4784.1799777221695
2005-03-30,17767.539836349486
2005-04-01,24355.510211791992
2005-04-03,15031.33973602295
2005-04-07,5551.7701393127445
2005-04-08,32503.79043006897
2005-04-14,13654.459646224977
2005-04-15,7997.389908905029
2005-04-22,21432.230407714847
2005-04-23,598.5300213623045
2005-04-29,14585.200263824463
2005-05-01,10719.259837036134
2005-05-03,19805.159780960086
2005-05-05,11985.510113983151
2005-05-06,17585.600133514403
2005-05-09,3808.129842529297
2005-05-10,12499.67004371643
2005-05-13,12757.720259094236
2005-05-16,9829.200143280028
2005-05-17,18883.809667892456
2005-05-29,20795.070327148434
2005-05-30,4983.640079421997
2005-05-31,28481.029648056032
